Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Year,Month,Day,Hour,Minute,Second
335.32,2,35223.03,2,0,0,3,69.72,0,3,4287.83,2,0,1,2023,2,26,22,8,0
213.95,2,85887.37,1,0,0,9,394.5,1,3,3063.29,0,0,0,2023,11,20,21,58,0
151.28,3,84811.03,0,0,0,1,57.37,4,2,2778.56,0,1,1,2023,5,14,17,12,0
35.66,1,78760.47,0,0,0,14,301.52,1,2,1954.31,1,0,0,2023,5,3,4,36,0
8.18,1,69710.82,2,0,1,1,29.02,1,3,4075.29,3,0,0,2023,2,22,7,7,0
49.88,1,38179.4,0,0,0,1,43.89,2,2,1250.06,1,0,0,2023,12,13,1,24,0
118.79,0,80256.83,0,0,0,6,49.21,1,3,1358.79,1,1,0,2023,8,7,12,43,0
4.83,0,58786.45,0,0,0,6,159.13,3,0,2685.89,0,1,1,2023,5,14,19,28,0
82.85,1,92320.59,1,0,0,8,162.68,0,0,1316.34,1,0,0,2023,9,23,5,27,0
142.72,2,85353.72,2,1,0,4,352.45,0,0,559.04,3,1,0,2023,8,6,10,58,0
151.58,3,36214.75,0,0,1,14,343.02,1,1,228.54,1,1,0,2023,10,31,22,59,0
89.19,1,4656.55,0,0,0,10,233.5,2,1,3213.18,3,0,0,2023,1,9,10,38,0
121.44,2,18723.57,1,0,0,4,202.65,3,2,1320.66,2,0,0,2023,5,28,21,51,0
41.83,1,88803.41,0,0,1,2,226.95,3,3,2726.18,3,1,1,2023,9,9,10,46,0
249.35,1,50873.72,2,1,0,9,144.49,1,3,4968.01,2,0,0,2023,3,20,11,16,0
207.98,0,62836.43,2,0,0,8,464.16,4,3,4583.53,0,1,1,2023,3,14,11,13,0
24.17,2,1915.05,1,0,0,2,129.78,3,3,1193.45,3,0,0,2023,7,16,19,18,0
40.76,0,10888.15,0,0,0,10,201.34,1,2,3035.56,3,1,1,2023,3,20,1,53,0
56.67,2,27861.61,1,0,0,12,175.74,3,3,3656.88,1,1,0,2023,12,26,5,24,0
72.15,0,92833.34,0,0,0,13,218.47,3,3,4699.6,1,0,0,2023,6,2,15,6,0
21.22,3,1217.62,2,0,0,13,423.61,1,3,1836.76,2,0,0,2023,12,6,10,21,0
13.51,2,70093.91,1,0,0,4,298.23,0,1,3750.35,3,0,0,2023,5,3,22,22,0
11.49,3,45718.24,1,0,0,2,58.85,4,0,3788.32,0,0,1,2023,3,25,0,57,0
49.64,3,26012.06,1,0,0,3,416.78,0,3,4808.32,3,1,0,2023,8,18,12,58,0
41.15,1,44747.47,2,0,0,1,24.21,4,0,3638.73,1,0,1,2023,12,16,1,10,0
83.14,3,99943.46,0,0,0,12,242.97,1,0,900.65,2,0,1,2023,2,16,9,7,0
117.98,2,56065.92,2,0,0,2,235.92,3,3,1482.77,1,1,0,2023,2,5,16,52,0
33.28,2,57713.33,0,0,0,3,172.52,1,2,2697.93,0,0,0,2023,8,27,0,49,0
60.7,0,82762.84,1,0,1,5,288.41,1,0,2309.6,1,0,0,2023,12,24,14,17,0
83.57,3,9984.54,2,0,0,11,51.1,4,2,2664.62,1,1,1,2023,5,10,8,19,0
3.53,2,3953.33,1,0,0,11,258.64,0,0,2883.3,1,1,0,2023,6,10,0,1,0
21.48,1,13553.56,2,0,0,8,472.17,1,3,3371.34,2,1,0,2023,7,20,6,9,0
72.28,1,34528.54,0,0,0,8,331.44,1,2,2868.31,0,0,0,2023,3,16,7,56,0
40.42,1,91086.16,2,0,0,1,59.21,3,3,543.5,2,0,0,2023,8,15,2,24,0
30.61,0,42503.74,2,0,0,9,469.33,4,1,3082.28,2,0,1,2023,12,6,18,10,0
86.93,3,36918.51,1,0,0,4,303.64,1,2,1304.12,0,0,0,2023,11,22,16,1,0
2.86,0,28160.04,1,0,0,12,429.69,2,3,1094.7,3,0,0,2023,6,9,7,45,0
38.35,2,60132.43,2,0,1,7,90.55,2,2,1235.88,0,1,0,2023,7,2,13,36,0
115.2,3,21109.68,0,0,1,5,171.21,3,3,273.71,0,1,0,2023,6,27,2,22,0
44.06,3,66029.77,0,0,0,3,282.46,0,0,791.34,1,0,0,2023,2,19,14,39,0
64.49,3,1949.28,1,0,0,5,137.84,0,0,181.08,0,0,0,2023,5,28,15,39,0
176.19,3,50109.94,0,0,0,3,161.33,0,3,822.89,0,0,0,2023,2,26,15,20,0
165.67,2,37426.64,2,0,0,6,279.64,0,2,1914.55,0,0,0,2023,11,10,5,28,0
51.05,1,41662.34,2,0,0,11,485.53,0,1,1238.74,1,1,0,2023,5,1,20,51,0
82.24,1,24851.52,1,0,0,11,371.16,3,3,2698.45,0,0,0,2023,9,12,10,35,0
75.74,0,2461.73,1,0,1,9,142.91,2,1,4786.58,2,0,0,2023,4,14,5,3,0
129.11,3,17642.69,0,0,0,11,54.96,0,0,1342.57,0,1,0,2023,4,18,22,0,0
27.12,3,4601.28,1,0,1,9,291.93,0,0,4588.96,0,0,0,2023,6,21,1,32,0
43.6,1,55357.15,0,0,0,14,390.51,4,2,1866.71,2,1,1,2023,12,3,0,18,0
55.03,2,92732.44,2,0,1,1,487.23,1,2,3403.02,3,0,1,2023,5,9,8,51,0
148.41,2,12380.21,1,0,0,10,103.28,3,2,2385.12,0,0,1,2023,12,13,7,39,0
93.57,0,48638.4,1,0,0,4,154.68,0,3,1282.55,3,0,0,2023,6,17,12,22,0
137.09,2,56672.17,2,0,0,2,200.84,4,3,771.47,1,0,1,2023,5,29,11,52,0
22.98,3,84915.38,2,0,0,10,312.49,2,3,4164.0,0,0,0,2023,9,29,12,10,0
22.96,1,33283.86,1,0,0,4,210.49,2,0,95.19,3,0,0,2023,3,8,2,41,0
112.64,1,58877.72,1,0,0,5,193.77,4,2,1128.69,3,0,1,2023,12,29,18,18,0
22.34,0,52000.66,2,0,0,13,439.97,0,0,1589.09,2,0,1,2023,6,1,18,5,0
9.87,2,26787.08,1,0,0,8,460.73,3,3,539.35,1,0,0,2023,1,25,4,43,0
82.1,3,6023.39,1,0,0,8,440.93,3,3,2136.46,1,0,0,2023,8,13,7,1,0
104.77,0,43050.94,2,0,0,9,39.39,4,3,904.46,0,1,1,2023,10,10,2,26,0
25.02,3,17277.43,1,0,0,10,405.41,1,0,715.63,2,1,0,2023,1,8,10,47,0
43.58,1,89345.45,0,0,0,7,180.87,2,1,3589.09,1,0,1,2023,1,15,12,22,0
45.53,2,5035.09,2,0,0,8,75.55,1,3,4176.95,2,1,0,2023,7,15,0,20,0
347.42,3,15650.61,0,0,0,2,195.54,3,2,2551.06,2,0,0,2023,12,13,12,27,0
174.28,3,42883.92,2,0,0,13,147.01,0,1,2733.47,3,0,0,2023,5,12,20,56,0
27.92,0,76587.67,1,0,0,6,478.81,2,2,104.14,2,0,1,2023,10,7,21,55,0
129.2,3,85230.55,1,0,0,12,414.54,3,2,135.04,1,0,1,2023,8,15,10,53,0
15.21,3,7687.11,0,0,1,12,122.48,2,3,2998.37,2,0,0,2023,1,18,16,53,0
14.99,2,33833.11,0,0,0,2,292.32,4,1,1705.22,0,0,1,2023,2,19,0,29,0
14.26,3,59067.65,2,0,0,4,470.54,3,3,3277.37,1,0,0,2023,11,4,3,32,0
3.13,0,39053.47,1,0,0,11,480.12,0,0,4880.03,1,0,0,2023,6,23,2,3,0
51.13,0,89644.47,1,0,0,4,66.69,0,0,2966.33,1,0,0,2023,4,29,7,20,0
19.31,1,55304.93,1,0,0,7,472.02,4,2,1511.45,2,0,1,2023,2,26,23,2,0
189.97,0,72676.18,2,0,0,2,392.08,2,2,614.96,1,0,0,2023,10,8,17,51,0
45.5,1,60851.27,1,0,0,11,430.18,0,0,3101.7,1,0,1,2023,6,18,9,16,0
57.66,2,981.39,1,0,0,14,243.0,0,1,4154.7,2,1,1,2023,3,5,14,34,0
193.61,1,61629.5,2,0,0,4,289.91,2,3,4992.17,2,1,0,2023,9,26,20,18,0
42.7,3,28554.26,2,0,0,4,103.87,4,3,1047.3,3,0,1,2023,12,26,14,30,0
111.07,2,56651.33,1,0,1,4,127.33,1,2,4342.52,1,1,0,2023,9,14,13,38,0
187.17,0,80368.2,0,0,0,4,144.99,3,3,4175.13,3,0,1,2023,6,7,3,29,0
171.56,2,52514.72,0,0,0,2,264.23,1,2,4298.14,1,0,0,2023,2,26,19,26,0
84.07,2,76369.59,1,0,0,14,464.17,3,2,4336.49,2,0,0,2023,3,3,16,10,0
27.74,2,951.69,1,0,1,12,450.52,4,2,2411.24,1,1,1,2023,5,8,19,29,0
173.9,0,26946.4,1,0,0,8,407.89,4,0,49.61,0,0,1,2023,7,21,18,25,0
20.72,0,11001.5,1,0,0,5,219.45,1,0,4007.93,3,0,0,2023,12,1,10,55,0
126.11,0,83036.89,2,0,0,14,48.87,2,0,3456.9,0,1,0,2023,3,7,6,7,0
35.24,0,64652.86,1,0,0,3,71.63,1,2,2994.03,1,0,0,2023,10,30,8,7,0
384.23,3,28641.05,2,0,0,13,242.17,0,2,2558.84,0,0,0,2023,1,1,18,41,0
19.7,0,50029.61,0,0,0,9,481.53,0,0,2174.85,2,0,1,2023,8,14,22,0,0
63.85,2,9204.89,2,0,0,14,170.38,4,3,3339.43,0,1,1,2023,10,10,1,19,0
224.43,3,42964.53,2,0,0,1,155.49,1,3,320.29,0,0,1,2023,4,8,13,26,0
33.61,2,45896.2,0,0,0,12,96.78,2,0,1856.45,1,0,0,2023,9,4,12,6,0
147.81,3,94046.7,0,0,0,4,178.36,4,2,91.0,0,0,1,2023,10,22,21,53,0
49.38,2,74293.4,2,0,0,4,312.86,1,3,4859.32,0,0,0,2023,12,27,13,18,0
10.21,1,98206.77,1,0,1,1,171.87,1,2,4858.2,0,0,0,2023,10,6,10,37,0
66.38,2,28359.61,1,0,0,9,409.74,3,1,405.3,1,1,0,2023,10,22,20,59,0
131.47,0,96436.96,0,0,0,14,296.85,4,0,180.31,1,0,1,2023,2,7,14,27,0
272.83,3,35217.18,2,0,0,12,160.06,3,3,4818.97,3,1,1,2023,2,21,12,24,0
5.05,0,2822.96,0,0,0,14,143.26,2,2,3799.25,0,0,0,2023,10,17,0,48,0
4.64,0,82254.09,2,0,0,9,483.53,4,3,882.6,2,0,1,2023,7,21,4,47,0
24.45,0,68888.45,0,0,0,13,59.36,3,0,4955.42,0,0,0,2023,7,8,17,56,0
75.44,3,13063.75,2,0,0,10,356.41,4,2,2398.65,0,0,1,2023,3,17,17,24,0
42.45,0,47408.65,0,0,1,1,483.93,0,2,511.04,2,0,0,2023,12,12,9,32,0
48.05,2,23618.59,1,0,0,9,57.26,0,2,467.42,0,1,0,2023,11,15,14,14,0
12.44,1,72443.87,1,0,1,14,74.67,1,1,3752.14,3,1,1,2023,1,2,20,1,0
13.97,3,94554.44,2,0,0,3,253.62,3,2,4990.44,3,1,1,2023,1,30,7,26,0
264.3,2,37232.93,0,0,0,6,450.24,0,1,2652.44,2,0,0,2023,10,15,18,46,0
10.05,3,51714.28,1,0,0,9,151.9,0,3,1349.89,3,0,0,2023,7,9,17,58,0
19.78,0,24257.88,0,0,0,3,497.33,0,3,3806.28,3,1,0,2023,6,3,20,5,0
120.64,3,93782.42,2,0,0,3,260.31,1,3,2667.54,3,0,0,2023,4,5,20,40,0
10.78,3,90804.8,2,0,1,13,292.71,3,1,4524.38,0,0,0,2023,9,19,5,47,0
144.46,0,61488.13,0,0,0,10,270.61,2,0,250.08,3,1,0,2023,1,30,7,51,0
88.96,3,55909.96,2,0,1,3,453.98,0,1,983.31,2,0,0,2023,12,14,12,7,0
130.32,1,89008.92,2,0,1,13,292.53,0,0,868.74,3,0,0,2023,1,3,1,35,0
132.19,0,9834.1,2,0,0,2,21.33,3,2,3580.2,3,0,0,2023,11,20,16,54,0
96.84,3,98636.15,1,1,0,1,67.62,2,3,1643.68,3,0,0,2023,6,16,2,15,0
100.72,3,99429.1,1,0,0,3,61.32,0,0,1464.33,0,0,0,2023,9,20,13,55,0
36.92,0,88944.0,2,0,0,13,45.32,0,1,4737.83,0,1,0,2023,12,22,19,15,0
108.35,2,84021.96,0,0,0,7,107.46,1,0,2294.98,1,1,0,2023,3,26,14,14,0
138.92,3,79065.17,2,0,0,8,237.93,2,0,115.7,1,0,0,2023,2,28,6,25,0
14.15,3,41556.09,1,0,0,14,334.87,1,2,1759.31,2,0,0,2023,12,8,16,22,0
163.25,0,76492.39,1,0,0,13,143.23,1,1,3166.43,0,0,0,2023,7,21,16,28,0
12.45,2,76226.77,0,0,1,1,37.53,1,1,2406.84,2,1,0,2023,8,24,21,41,0
17.68,3,3232.89,0,0,0,9,326.26,2,1,2332.91,0,0,0,2023,8,26,16,7,0
47.47,1,88891.14,1,0,0,13,280.28,4,2,4124.77,1,0,1,2023,3,17,0,36,0
68.71,0,98107.1,2,0,0,4,224.24,4,1,719.11,3,0,1,2023,3,14,18,4,0
1.79,1,81081.37,0,0,0,10,231.59,3,3,436.3,3,0,0,2023,1,31,21,51,0
257.96,3,98416.64,1,0,0,14,472.73,2,1,345.89,3,0,0,2023,10,10,4,24,0
109.03,3,31840.99,2,0,0,11,414.54,0,0,4913.59,1,0,0,2023,3,19,20,2,0
53.25,2,16778.32,2,0,0,3,448.9,3,0,519.39,3,1,0,2023,3,12,15,20,0
112.79,0,17918.19,1,0,0,9,45.15,4,0,3554.64,1,0,1,2023,12,12,9,34,0
139.47,3,81255.15,2,0,0,3,75.13,1,2,1591.54,0,0,0,2023,3,28,20,43,0
61.63,1,83945.16,0,0,0,9,384.54,1,3,1467.94,0,0,0,2023,6,2,18,42,0
29.33,3,77088.11,2,0,0,2,43.22,2,3,2139.4,0,0,0,2023,12,7,17,10,0
309.57,1,78961.0,0,0,0,12,239.77,4,0,2406.15,1,0,1,2023,3,8,12,10,0
138.97,0,86518.4,0,0,1,4,116.23,2,0,1430.12,0,1,1,2023,8,30,12,32,0
82.54,2,68072.25,1,0,0,2,489.37,3,3,4565.13,2,0,0,2023,5,3,2,29,0
127.77,3,86748.49,0,0,0,10,104.5,0,2,3138.45,2,0,0,2023,5,6,2,56,0
28.33,1,1976.26,1,0,0,1,428.19,4,2,3828.75,3,1,1,2023,12,4,5,49,0
132.62,0,60756.33,2,0,0,11,90.24,1,2,477.77,0,1,0,2023,8,7,7,40,0
163.08,1,47423.4,1,0,0,2,351.72,4,1,3793.6,2,0,1,2023,10,20,17,6,0
176.05,1,70372.34,1,0,0,11,105.39,2,1,3595.89,3,0,0,2023,5,2,21,59,0
197.84,3,69594.91,2,0,0,2,338.2,2,1,1420.78,1,0,0,2023,3,10,21,50,0
14.62,1,68583.35,1,0,0,3,254.08,0,1,478.45,2,0,1,2023,2,19,6,38,0
248.94,0,54443.87,2,0,0,12,335.95,0,2,2594.43,0,0,0,2023,5,3,15,29,0
84.1,1,57825.57,1,0,0,13,15.24,1,3,1379.19,1,1,1,2023,12,14,10,32,0
38.59,1,35803.66,1,0,0,5,477.88,0,0,629.07,2,0,0,2023,4,23,8,24,0
87.24,3,60280.81,2,0,0,7,486.23,2,2,4000.74,0,1,1,2023,8,1,6,38,0
7.43,1,68966.01,2,0,0,10,112.94,1,1,1509.54,1,0,0,2023,8,15,13,5,0
81.49,1,34354.77,0,0,0,10,493.05,4,1,508.87,0,0,1,2023,2,15,4,46,0
55.74,0,80410.4,0,0,1,13,228.84,4,2,2828.61,2,0,1,2023,9,13,22,34,0
30.34,2,43121.95,0,0,0,8,485.48,3,1,95.61,0,1,0,2023,2,19,9,32,0
281.76,1,96202.49,2,0,0,1,38.27,4,3,335.82,2,0,1,2023,11,23,20,37,0
190.34,2,77323.92,2,0,0,7,435.48,3,3,4209.8,3,0,0,2023,6,29,17,57,0
39.45,0,95361.49,0,0,0,4,87.19,1,1,3605.07,3,0,0,2023,7,16,5,30,0
1.21,2,47709.22,0,0,0,10,233.59,1,2,3139.28,1,1,0,2023,9,12,19,28,0
13.39,2,28123.21,0,0,0,8,415.84,0,3,436.85,3,1,1,2023,11,17,8,13,0
71.42,0,44821.62,2,0,0,12,339.45,0,3,3592.84,3,1,0,2023,1,4,6,36,0
10.0,3,56101.66,0,1,1,12,17.5,1,3,1275.53,0,0,1,2023,3,7,15,13,0
16.76,3,76304.43,1,0,0,10,34.41,0,1,4735.19,1,0,0,2023,12,16,2,14,0
311.23,2,39686.52,1,0,0,14,238.34,3,2,4378.68,3,1,0,2023,7,17,20,13,0
112.49,3,7913.58,2,0,0,12,255.25,3,1,2352.11,3,0,1,2023,1,12,18,4,0
28.54,0,65315.02,0,0,0,2,464.36,4,3,4498.41,0,0,1,2023,6,5,1,58,0
173.16,3,45209.93,0,0,0,12,293.64,0,3,3335.01,1,0,0,2023,12,8,11,55,0
242.77,3,42067.3,0,0,0,13,285.27,4,1,922.25,2,0,1,2023,1,21,16,39,0
83.04,0,43261.55,0,0,0,6,225.19,1,2,4245.48,0,0,0,2023,8,23,13,53,0
162.25,1,60564.18,2,0,0,12,172.74,0,1,4583.68,2,1,0,2023,10,4,20,6,0
3.63,1,83548.97,0,0,1,2,194.7,2,2,2393.34,2,0,0,2023,7,30,6,50,0
157.77,0,80850.64,2,0,0,3,259.57,4,2,3769.18,2,0,1,2023,7,16,20,10,0
489.35,2,57284.48,2,0,0,1,92.36,0,0,2041.25,1,0,0,2023,3,28,20,57,0
85.73,3,23779.01,0,0,0,14,267.86,2,0,3221.32,2,0,0,2023,12,29,21,44,0
118.31,1,78062.81,0,1,0,5,69.4,4,0,4938.65,2,0,1,2023,1,31,7,9,0
134.75,2,4178.52,1,0,0,10,347.06,3,1,803.56,1,0,0,2023,1,4,4,42,0
77.22,0,58781.86,2,0,0,6,317.58,2,1,3180.74,1,1,0,2023,6,1,9,29,0
31.53,1,41904.31,0,0,0,9,221.82,0,3,1929.58,3,0,1,2023,6,9,9,6,0
174.34,1,83368.15,0,0,1,8,263.24,0,1,754.04,2,0,0,2023,7,11,21,36,0
102.28,3,41804.12,2,0,0,1,450.41,4,2,4460.74,3,1,1,2023,4,2,10,15,0
128.85,3,13982.43,0,0,0,5,232.45,0,2,3488.86,2,0,0,2023,2,10,11,51,0
33.03,2,80487.49,0,0,0,3,176.57,2,2,4772.94,1,0,0,2023,8,21,8,10,0
0.96,1,59984.49,1,0,0,4,466.81,0,2,1743.63,2,0,0,2023,12,11,7,52,0
0.33,3,13120.11,2,0,1,2,85.23,3,1,1784.69,1,0,0,2023,2,4,20,31,0
75.05,0,56994.35,2,0,0,1,431.39,1,0,4370.16,1,1,0,2023,7,1,21,18,0
3.2,1,74420.72,2,0,0,3,137.78,1,2,3886.77,0,0,0,2023,2,8,15,2,0
27.78,3,40638.17,2,0,0,9,242.91,1,0,4407.7,1,0,0,2023,7,31,21,5,0
69.41,1,31662.66,2,0,0,3,497.67,3,1,4691.52,2,0,1,2023,9,7,20,25,0
94.05,3,56492.49,0,0,0,6,439.64,4,3,4607.17,2,0,1,2023,8,2,8,27,0
154.15,1,54594.72,0,0,0,7,304.33,1,0,4940.9,3,1,0,2023,10,13,14,7,0
226.11,0,84271.26,2,0,0,5,81.68,1,1,1982.57,2,0,0,2023,3,2,0,36,0
42.58,3,56569.67,0,0,0,3,266.76,4,2,3989.55,3,1,1,2023,7,16,0,11,0
62.87,2,56714.27,2,0,0,1,183.91,0,1,1025.16,2,1,1,2023,11,17,18,32,0
0.75,1,22753.43,2,0,0,13,144.92,3,3,3575.6,0,0,0,2023,12,6,15,34,0
191.24,0,19855.95,0,0,0,6,327.15,4,0,3349.69,3,0,1,2023,3,21,15,47,0
67.66,3,88275.65,2,0,0,7,396.49,2,0,1704.04,0,1,0,2023,5,19,12,55,0
327.61,2,90646.74,2,0,0,2,166.52,0,2,4184.89,3,0,1,2023,7,23,9,17,0
27.73,0,7478.8,2,0,0,13,244.17,1,2,1122.66,0,0,0,2023,7,23,18,59,0
417.51,3,81404.92,2,0,0,12,209.48,1,1,4018.51,1,0,0,2023,10,25,23,32,0
427.47,2,3420.72,0,0,0,10,41.16,4,0,4754.49,3,0,1,2023,4,9,6,12,0
4.81,3,28909.11,0,0,0,2,164.04,0,2,1212.32,2,0,0,2023,4,5,12,15,0
33.78,2,78209.69,1,0,1,5,377.18,3,0,3495.27,1,0,0,2023,11,23,3,57,0
102.86,3,8698.75,0,0,0,11,195.8,0,3,577.45,0,1,0,2023,1,14,18,27,0
90.47,1,49271.08,2,1,0,7,95.78,4,2,3518.41,3,0,1,2023,10,1,11,54,0
31.96,2,62106.91,0,0,0,14,25.1,1,0,208.11,2,1,0,2023,9,11,15,26,0
58.49,3,87088.11,2,0,0,3,499.99,1,0,2258.92,3,0,0,2023,10,26,21,13,0
185.97,2,1303.01,0,0,0,9,493.87,3,0,1604.28,2,1,1,2023,12,8,3,7,0
26.42,3,87047.86,0,1,0,3,457.06,1,3,3222.66,3,1,0,2023,6,22,23,19,0
2.96,3,97683.67,1,0,0,12,346.54,2,3,582.34,0,0,0,2023,10,10,2,27,0
104.34,2,45342.05,0,0,0,3,128.18,2,0,3992.76,3,1,0,2023,2,10,7,9,0
162.25,1,9875.03,0,0,0,9,170.14,0,3,4348.04,1,0,0,2023,11,18,10,51,0
11.86,3,55033.64,1,0,0,11,332.77,3,0,3462.0,1,0,0,2023,5,21,3,54,0
79.4,2,74905.62,2,0,1,8,225.04,4,0,1947.91,2,0,1,2023,1,22,4,31,0
274.4,0,81697.59,1,0,0,11,79.84,2,2,4542.04,3,1,0,2023,9,23,17,0,0
98.23,1,31552.59,0,0,0,2,70.51,1,0,3898.81,0,0,0,2023,7,12,13,37,0
38.04,3,82433.31,2,0,0,1,370.6,0,2,3316.17,2,1,0,2023,9,7,3,33,0
110.1,0,86293.7,0,0,0,10,90.31,3,1,3535.54,1,0,0,2023,9,25,0,54,0
23.38,2,25213.1,2,0,0,14,456.61,1,3,3462.95,2,1,0,2023,4,17,11,23,0
114.46,3,27760.59,0,0,0,7,130.95,1,0,4314.3,0,0,0,2023,2,24,13,23,0
56.56,0,69469.58,1,0,1,5,183.21,2,0,1159.4,0,0,0,2023,10,21,14,1,0
10.93,3,25611.65,2,0,0,5,62.29,1,2,4028.64,3,0,0,2023,1,15,17,26,0
26.67,0,79940.66,0,0,0,3,451.76,3,0,1908.97,0,0,0,2023,1,13,10,1,0
278.37,1,13336.77,1,0,0,7,490.22,1,0,1800.33,3,0,0,2023,4,7,10,13,0
4.07,0,75942.97,2,0,0,6,464.07,4,1,2981.16,1,0,1,2023,6,3,18,37,0
58.85,3,51736.11,0,0,0,4,207.02,2,3,492.99,0,0,0,2023,3,17,13,52,0
375.61,3,14226.15,1,0,0,7,477.75,4,1,1317.34,1,0,1,2023,4,14,21,11,0
110.6,3,17409.14,1,0,0,2,197.55,4,2,4046.0,1,0,1,2023,8,6,4,1,0
1.99,3,4919.2,0,0,0,13,138.18,4,3,4742.7,2,1,1,2023,3,29,22,8,0
316.8,0,84045.08,0,0,0,10,198.49,1,2,3568.88,1,1,0,2023,4,26,22,38,0
95.18,3,40110.95,2,0,0,8,24.73,0,0,188.5,2,0,0,2023,5,2,4,3,0
44.26,0,43874.11,1,0,0,6,276.86,2,1,1925.67,3,1,0,2023,11,28,21,13,0
60.14,1,82297.69,0,0,0,9,145.69,3,2,4138.13,0,1,0,2023,10,9,14,52,0
124.25,2,20706.59,0,0,0,2,499.19,3,0,4443.22,3,1,0,2023,7,23,12,43,0
19.06,1,40445.23,1,0,0,6,374.24,0,3,3990.8,0,0,1,2023,3,9,23,6,0
11.4,2,88849.43,1,0,0,14,27.12,2,2,3090.63,3,0,1,2023,6,22,4,59,0
71.32,2,21338.76,1,0,0,3,234.26,0,1,1720.58,2,0,0,2023,10,14,17,43,0
17.77,3,18351.13,1,0,0,5,106.38,0,0,4839.97,0,0,0,2023,5,2,8,57,0
79.38,1,22587.04,2,0,0,7,106.1,3,0,3778.53,2,0,1,2023,4,7,13,1,0
57.45,1,35944.74,0,0,0,1,99.56,3,2,352.74,1,0,0,2023,1,1,4,0,0
124.31,3,26649.96,0,0,0,7,410.08,4,0,3248.48,1,1,1,2023,10,4,21,54,0
10.48,2,82488.53,0,0,0,11,447.76,3,1,1213.02,0,0,0,2023,2,26,23,33,0
14.82,0,5017.19,1,0,0,8,320.3,4,0,4977.05,0,0,1,2023,10,17,11,12,0
15.88,3,29873.26,1,0,0,8,461.2,2,2,3722.08,3,0,0,2023,6,16,21,5,0
138.75,1,33996.6,1,0,0,2,310.64,2,0,1521.77,2,0,1,2023,6,21,3,55,0
10.92,2,61013.94,2,0,0,11,119.32,0,1,2500.44,3,0,0,2023,3,17,11,48,0
156.82,1,56676.36,2,0,0,8,50.92,2,3,920.27,0,1,0,2023,6,11,22,16,0
2.01,0,73544.12,1,0,0,7,394.4,2,2,327.88,3,0,1,2023,7,17,17,14,0
39.74,3,12597.34,1,0,1,2,218.1,2,1,1755.18,2,1,0,2023,2,11,18,1,0
80.25,1,49170.76,0,0,0,10,189.35,1,1,877.27,1,0,0,2023,4,29,18,23,0
0.42,1,70959.09,2,0,0,6,35.1,1,1,1692.07,3,0,0,2023,8,31,21,36,0
64.03,3,87062.46,0,0,0,11,323.73,2,3,1151.48,0,0,0,2023,9,19,19,7,0
35.43,0,4130.25,0,0,0,3,389.33,0,1,4749.24,2,1,0,2023,10,2,12,48,0
19.04,2,67785.24,2,0,0,9,337.49,3,1,1868.6,2,0,0,2023,10,4,9,14,0
38.67,2,7139.73,1,0,0,1,344.95,4,1,2360.51,2,0,1,2023,6,4,16,31,0
38.48,3,50000.11,1,0,0,10,164.17,3,3,2248.53,0,0,0,2023,3,19,1,35,0
46.34,0,825.21,2,0,0,2,494.63,0,1,2195.8,1,1,0,2023,1,24,22,4,0
62.02,3,37786.22,2,0,0,4,470.01,2,3,3526.83,1,0,0,2023,11,11,8,7,0
82.38,3,67521.5,1,0,1,6,334.62,2,0,3321.76,3,0,0,2023,2,19,16,37,0
60.94,2,17081.49,0,0,0,14,351.64,2,3,4908.73,1,0,1,2023,4,30,20,18,0
278.23,1,85819.08,2,1,0,3,20.92,1,3,4225.36,0,0,0,2023,4,11,8,3,0
66.24,1,65945.81,2,0,0,3,495.41,1,2,2824.88,2,0,0,2023,9,21,23,25,0
92.53,0,29985.26,1,0,0,13,252.35,2,0,4932.25,3,0,0,2023,8,12,3,35,0
16.95,1,13712.1,1,0,0,5,380.87,4,3,1544.08,2,1,1,2023,12,5,5,32,0
18.97,2,22655.65,2,1,0,14,49.48,1,2,3013.81,3,0,0,2023,12,2,16,30,0
41.85,2,82489.47,1,0,0,1,404.43,2,0,3830.01,0,0,0,2023,8,22,12,24,0
273.44,1,31383.3,0,0,0,10,193.36,0,0,4516.43,2,1,0,2023,12,6,7,23,0
25.05,2,63567.48,0,0,0,6,397.81,3,0,4336.82,0,0,0,2023,11,11,6,25,0
17.39,2,92463.73,2,0,1,11,147.03,2,1,504.86,3,1,0,2023,6,21,13,57,0
0.47,3,53547.52,2,0,1,1,315.78,1,0,3360.02,1,1,0,2023,12,31,8,54,0
17.96,2,25899.86,2,1,0,8,127.74,3,2,3945.52,0,1,0,2023,1,31,8,22,0
30.32,0,97097.5,1,0,0,14,155.66,0,3,786.63,0,0,0,2023,12,20,12,19,0
22.99,3,35658.84,0,0,0,5,15.39,3,0,3893.05,1,0,0,2023,12,14,6,22,0
456.02,2,54595.45,0,0,0,3,322.66,2,3,4584.56,0,0,0,2023,8,20,14,51,0
108.87,3,3387.98,1,0,1,4,142.2,2,2,1650.55,0,0,0,2023,12,26,6,21,0
84.7,0,60027.08,2,0,0,7,128.99,2,0,2387.37,3,1,0,2023,11,30,16,5,0
